pCO2,AOU,excess DIC,T,nDIC+0.768DO,DIC-0.5TA+0.83DO,DO Saturation,label,LOF_label
671.882,200.289682,76.341,6.401,2281.2444,1170.929,0.30308343,0,0
777.079,191.524783,97.034,8.479,2284.7556,1155.196,0.30110843,0,0
711.393,199.046936,84.759,6.823,2285.0986,1176.101,0.30093215,0,0
760.432,197.509378,92.923,7.174,2291.0794,1169.854,0.30056633,0,0
763.652,190.317795,95.159,8.815,2279.6526,1147.866,0.30014981,0,0
696.96,195.211331,82.819,7.718,2275.641,1160.775,0.30010741,0,0
696.576,183.907444,85.376,10.385,2255.905,1126.21,0.29977145,0,0
700.087,195.757839,83.349,7.637,2276.691,1162.275,0.29953843,0,0
753.459,190.300532,93.871,8.943,2276.6042,1147.702,0.29835696,0,0
734.18,196.006165,89.886,7.698,2281.9974,1167.694,0.29773819,0,0
671.54,179.936524,82.248,11.54,2241.6496,1114.886,0.29756071,0,0
732.967,201.412958,87.528,6.551,2290.2046,1173.686,0.29745371,0,0
738.532,203.408179,88.95,6.293,2292.37,1184.02,0.29503049,0,0
726.203,200.122592,86.557,6.996,2285.0212,1163.192,0.29485229,0,0
668.713,178.951022,82.046,12.057,2236.3166,1105.726,0.2938137,0,0
828.324,196.635532,105.536,7.826,2295.6854,1176.949,0.29376183,0,0
692.506,202.911419,80.326,6.488,2282.2948,1169.773,0.29358453,0,0
770.06,201.394101,95.011,6.815,2293.5752,1182.192,0.2935762,0,0
704.607,179.129039,90.387,11.962,2243.5368,1119.143,0.29336862,0,0
718.213,202.82561,84.977,6.575,2286.1928,1170.358,0.29258684,0,0
717.761,202.874338,84.794,6.608,2285.6704,1168.109,0.2918872,0,0
791.73,194.622045,100.452,8.453,2284.9036,1163.706,0.2911034,0,0
693.682,179.697265,87.423,12.116,2240.3258,1109.313,0.29027509,0,0
771.592,197.444039,96.562,7.884,2285.3358,1168.453,0.29025404,0,0
735.033,195.30633,90.566,8.46,2274.484,1152.625,0.2888091,0,0
720.269,202.379244,86.557,6.958,2282.6202,1172.532,0.28821733,0,0
717.218,204.56351,84.772,6.524,2285.1896,1169.696,0.28783407,0,0
684.586,181.72476,85.522,11.785,2240.453,1114.73,0.28779018,0,0
766.11,201.021778,94.843,7.318,2287.7884,1173.119,0.28712023,0,0
703.608,179.419081,90.002,12.45,2239.099,1107.985,0.28661243,0,0
690.74,179.021727,88.233,12.516,2235.1446,1109.236,0.28630198,0,0
756.268,203.916598,92.989,6.816,2289.1584,1180.534,0.28539069,0,0
753.102,202.710797,92.547,7.248,2285.0608,1171.123,0.28278563,0,0
711.144,186.437106,90.187,11.046,2248.7808,1123.983,0.28052191,0,0
694.715,186.032901,87.308,11.3,2243.114,1118.57,0.2782398,0,0
775.54,196.719823,98.322,8.883,2275.8684,1152.139,0.27768229,0,0
756.866,201.213808,94.075,7.985,2278.7298,1160.218,0.27629887,0,0
710.957,190.771332,89.121,10.344,2252.8042,1129.317,0.2755475,0,0
852.84,195.229576,111.692,9.368,2284.3346,1159.811,0.27538778,0,0
780.161,207.431,96.647,6.75,2291.2056,1179.961,0.27515046,0,0
770.985,206.104781,95.441,7.043,2287.412,1173.88,0.27482215,0,0
696.991,181.671394,89.944,12.674,2232.5688,1107.248,0.27429775,0,0
723.859,188.376413,92.794,11.158,2248.578,1122.825,0.27209079,0,0
732.253,190.435037,93.821,10.715,2253.228,1129.24,0.27123601,0,0
697.044,182.653496,89.956,12.68,2231.8008,1106.418,0.2706883,0,0
710.975,188.482677,89.762,11.366,2244.617,1112.995,0.26948581,0,0
739.447,193.577121,94.105,10.162,2258.519,1134.655,0.26932061,0,0
740.188,204.915676,90.99,7.708,2275.8336,1160.141,0.26840148,0,0
740.102,210.80378,89.558,6.519,2284.2752,1174.467,0.26800492,0,0
714.767,187.346887,91.344,11.741,2242.0622,1111.582,0.26787101,0,0
853.21,194.743395,113.302,10.004,2277.709,1153.74,0.26695147,0,0
732.442,210.881746,88.381,6.61,2281.9426,1172.886,0.26635552,0,0
751.278,193.758618,96.056,10.38,2258.277,1128.91,0.26546079,0,0
731.983,196.70893,91.57,9.694,2259.4408,1131.823,0.26528466,0,0
755.968,196.556789,96.072,9.772,2263.1564,1135.574,0.26470115,0,0
754.75,196.990154,96.287,9.766,2262.4224,1138.159,0.26306388,0,0
775.876,209.404451,96.551,7.168,2284.2584,1170.894,0.26220879,0,0
738.734,194.249288,94.503,10.448,2254.3164,1129.414,0.26201015,0,0
743.193,198.187828,94.262,9.679,2260.4766,1138.661,0.26045446,0,0
700.529,186.531339,90.39,12.456,2231.952,1107.26,0.25996283,0,0
705.977,189.668211,90.224,11.669,2238.6636,1113.756,0.25993512,0,0
748.933,193.483226,96.952,10.765,2253.3148,1127.918,0.25975334,0,0
746.505,206.719576,91.874,7.911,2273.458,1152.485,0.25927446,0,0
752.7,198.587094,95.855,9.682,2261.8914,1138.829,0.25909685,0,0
757.402,202.366541,95.035,8.886,2268.233,1142.825,0.25848936,0,0
745.267,188.074796,98.121,12.207,2242.508,1112.26,0.25842003,0,0
755.967,195.49111,97.79,10.465,2256.5098,1132.418,0.2578223,0,0
761.493,196.524008,97.998,10.246,2258.9624,1131.584,0.25733883,0,0
757.941,196.239368,97.928,10.379,2257.2562,1132.752,0.2566102,0,0
725.612,188.523471,94.816,12.289,2237.5938,1110.513,0.2556334,0,0
743.244,192.829964,96.232,11.259,2248.0738,1118.758,0.25531635,0,0
780.319,210.816221,97.475,7.331,2282.2004,1167.819,0.25514856,0,0
704.343,183.878341,92.558,13.532,2224.275,1097.27,0.25470027,0,0
756.898,195.355278,98.086,10.801,2253.2486,1124.841,0.25316403,0,0
691.714,183.990508,90.325,13.62,2220.2884,1095.189,0.25270378,0,0
747.145,205.819997,93.322,8.52,2267.6262,1148.912,0.25269551,0,0
770.242,201.252236,98.675,9.559,2264.1234,1140.169,0.2516963,0,0
771.999,192.990767,102.46,11.473,2250.641,1125.43,0.25105077,0,0
766.546,200.332869,98.262,9.881,2260.6106,1132.756,0.24980062,0,0
771.353,206.741766,97.069,8.574,2270.4738,1145.833,0.24872906,0,0
785.276,207.214046,99.842,8.491,2273.3996,1153.916,0.24855557,0,0
744.308,197.718607,95.398,10.567,2251.5746,1123.511,0.24841826,0,0
735.887,194.201617,94.964,11.395,2244.2372,1113.932,0.24835455,0,0
760.992,206.288599,95.619,8.782,2266.8346,1142.086,0.24693386,0,0
692.168,193.55822,87.027,11.636,2233.223,1105.185,0.24661806,0,0
722.26,196.628154,92.131,10.964,2244.5178,1119.598,0.24661213,0,0
746.749,198.598933,95.635,10.508,2251.9296,1122.596,0.24633817,0,0
786.306,199.940255,102.642,10.218,2260.9978,1136.428,0.24613351,0,0
767.836,197.91923,100.203,10.716,2254.2546,1128.681,0.24568252,0,0
765.098,211.878529,95.034,7.715,2274.6728,1155.248,0.2454756,0,0
746.931,197.419931,96.805,10.844,2249.1196,1124.266,0.24485592,0,0
755.202,198.855882,97.372,10.591,2252.4652,1123.932,0.24406157,0,0
771.932,201.331542,99.476,10.061,2258.9198,1130.513,0.24361508,0,0
735.767,188.55589,98.583,13.202,2229.8532,1103.197,0.24174909,0,0
730.854,184.759145,99.234,14.241,2221.5604,1093.869,0.24099078,0,0
780.719,207.508485,99.675,8.912,2267.7898,1146.343,0.24070043,0,0
767.952,207.840457,97.319,8.916,2265.2196,1142.011,0.23942331,0,0
739.316,188.309349,99.782,13.476,2228.0426,1101.701,0.23870398,0,0
695.628,184.540726,92.324,14.463,2212.3102,1085.622,0.23868951,0,0
760.975,202.957847,97.598,10.037,2255.9538,1128.268,0.23836501,0,0
762.862,206.517724,97.456,9.383,2260.303,1138.6,0.23630179,0,0
791.331,201.228313,104.808,10.825,2254.219,1129.695,0.23185651,0,0
777.895,213.595893,98.288,8.219,2270.076,1152.015,0.23164136,0,0
772.334,215.181425,96.59,7.962,2270.6178,1149.598,0.23060178,0,0
803.92,204.905653,105.724,10.154,2260.4114,1136.444,0.22949316,0,0
787.821,207.739163,102.259,9.602,2261.3252,1139.942,0.22866486,0,0
788.309,209.636237,101.197,9.227,2263.9672,1138.857,0.22837157,0,0
795.429,209.827223,102.436,9.277,2264.4922,1138.942,0.22694257,0,0
793.864,209.994686,103.014,9.413,2262.5124,1141.529,0.22399223,0,0
750.422,206.825103,96.62,10.18,2249.3846,1127.201,0.22242635,0,0
790.124,217.512802,100.028,8.066,2270.486,1151.025,0.22107079,0,0
801.874,218.653384,102.497,8.122,2270.954,1155.28,0.21643103,0,0
782.218,225.395885,97.442,6.933,2275.1936,1162.276,0.21438432,0,0
808.628,217.39735,104.224,8.516,2268.6948,1151.618,0.21383532,0,0
777.105,222.547509,97.279,7.622,2269.2932,1152.282,0.21201001,0,0
803.352,216.957617,104.035,8.881,2264.1648,1146.458,0.20902342,0,0
807.725,220.930413,103.426,8.123,2270.0916,1153.871,0.2089056,0,0
811.235,218.17571,104.536,8.719,2266.366,1144.875,0.20785819,0,0
803.198,218.951629,103.78,8.651,2265.0438,1149.043,0.20625166,0,0
826.018,219.780705,106.751,8.591,2268.7606,1147.711,0.20461077,0,0
811.522,219.329747,104.602,8.724,2265.4444,1143.879,0.2039007,0,0
812.557,223.612423,104.682,8.486,2264.84,1146.555,0.19356445,0,0
833.606,221.596046,109.604,9.217,2261.8754,1143.814,0.18776986,0,0
860.31,222.398995,113.42,9.103,2266.4696,1147.231,0.18695958,0,0
850.517,223.825561,111.849,8.956,2265.3866,1147.816,0.18466604,0,0
852.882,226.247307,112.031,8.824,2265.2018,1147.988,0.17878686,0,0
857.689,229.251198,112.437,8.556,2266.4894,1151.409,0.17339488,0,0
857.969,237.560487,111.884,8.165,2264.177,1150.095,0.15280377,0,0
337.3,-8.13020787637106,-30.0,11.266,2278.432,1149.878,0.961996553956966,0,0
353.9,-4.71082362497913,-20.4000000000001,9.077,2312.3656,1180.2124,0.949185355815877,0,0
337.5,-12.6763334985669,-30.8000000000002,12.871,2262.376,1135.029,0.979525343782249,0,0
344.0,-11.1478658755423,-26.5,11.396,2282.7984,1153.6186,0.972697293472248,0,0
356.6,-5.19990213071475,-18.9000000000001,8.482,2322.0216,1189.6114,0.95057310015962,0,0
358.2,-2.35328848760793,-16.7000000000003,4.376,2373.7272,1240.1588,0.940469016745092,0,0
339.9,-11.5364130829348,-28.7000000000003,11.47,2280.1984,1151.4186,0.974124751157867,0,0
337.9,-8.74774201778058,-29.7999999999997,11.408,2277.5784,1148.3636,0.964259408267247,0,0
351.0,-5.19658792309616,-21.5999999999999,8.659,2317.0,1184.625,0.950634718364419,0,0
339.7,-7.90460476960828,-28.8000000000002,11.284,2279.5016,1150.7814,0.961212243835904,0,0
365.7,-1.6399952302325,-13.5999999999999,4.479,2375.0752,1240.3758,0.938354418202654,0,0
352.8,-5.72460980530457,-20.7000000000003,8.485,2320.6056,1188.5224,0.952302394566374,0,0
333.4,-11.7110172860895,-33.0999999999999,12.873,2259.208,1132.557,0.976022552294219,0,0
338.5,-10.4679652684518,-29.4000000000001,11.277,2280.8984,1152.0686,0.970209491424556,0,0
339.4,-10.7290111349471,-29.8000000000002,12.897,2261.1864,1134.6706,0.972486005214645,0,0
369.8,-1.29632902935418,-11.8000000000002,4.473,2376.6448,1241.6792,0.93732654060822,0,0
369.1,-3.70912370776358,-12.8999999999996,7.717,2337.2168,1202.5672,0.945436674527454,0,0
353.7,-4.32780586174516,-20.4000000000001,8.796,2315.9176,1184.1454,0.947809402448707,0,0
359.8,-2.07812134645121,-16.0,4.339,2374.7272,1241.0588,0.939643073239978,0,0
363.7,0.501150145612883,-14.1999999999998,3.628,2383.2544,1251.7426,0.931984540770194,0,0
356.4,-4.4555422113508,-19.0,8.504,2321.2304,1188.7216,0.948130280377533,0,0
345.4,-1.99302310446615,-25.6000000000004,10.893,2282.56,1153.79,0.940393489365603,0,0
362.5,-1.38664090657363,-14.9000000000001,4.472,2373.7216,1239.6614,0.937596347371563,0,0
341.6,-10.014867564547,-27.7000000000003,11.268,2282.3912,1153.1398,0.968611445467206,0,0
339.1,-7.02347885738124,-29.0999999999999,11.351,2277.6032,1148.3128,0.958156733951259,0,0
352.2,-5.32292800140794,-21.6000000000004,9.729,2303.7008,1173.2032,0.951501716216991,0,0
341.3,-11.8456580368157,-27.9000000000001,11.454,2281.5056,1152.6474,0.975200716255805,0,0
356.5,-4.21082362497913,-19.2000000000003,9.077,2313.3816,1181.2014,0.947515430840832,0,0
359.4,-2.32716185516659,-16.1999999999998,4.293,2375.388,1242.252,0.940377260150928,0,0
368.2,-3.2771653528323,-13.0999999999999,7.154,2343.628,1209.212,0.943902330735835,0,0
359.9,2.96753143296047,-17.9000000000001,9.692,2300.8264,1172.8306,0.923388800164706,0,0
353.6,-5.32958650807274,-20.5,9.08,2312.9264,1180.7556,0.95125312604495,0,0
352.4,-5.00376295631145,-20.9000000000001,8.526,2319.5376,1187.4504,0.949944970242586,0,0
365.2,10.4426840982215,-16.0,11.608,2272.4272,1146.3838,0.896436478933475,0,0
364.8,-3.73565632455887,-14.8000000000002,7.721,2335.4168,1201.0672,0.945523514282995,0,0
371.6,-4.69932496079639,-11.6999999999998,7.336,2343.7048,1209.3442,0.948505390514466,0,0
372.0,10.9765343584507,-12.4000000000001,10.379,2290.9264,1162.9556,0.895612344148182,0,0
372.8,4.46753291001136,-10.4000000000001,3.123,2390.3544,1257.0426,0.920531693001186,0,0
353.4,-4.30654975700884,-20.5,8.674,2317.532,1185.303,0.94769730654979,0,0
376.4,9.36316140836095,-10.0999999999999,9.048,2311.0064,1181.9256,0.902143837762189,0,0
377.4,6.59858461962529,-9.40000000000009,8.123,2325.9952,1194.0058,0.911877509090631,0,0
379.7,9.36723384524066,-8.69999999999982,9.544,2306.1488,1177.0952,0.901767489602285,0,0
368.4,7.663758658181,-13.8000000000002,9.392,2304.3224,1174.5146,0.90762271950939,0,0
376.7,17.8094719243952,-10.4000000000001,10.794,2282.2304,1155.0466,0.871446323169034,0,0
380.7,13.061479117706,-8.30000000000018,9.615,2302.7232,1173.7428,0.889190686233934,0,0
380.2,12.8183471858693,-7.29999999999973,1.792,2403.8512,1272.1798,0.897597393167081,0,0
382.4,9.4298022669746,-7.5,9.446,2308.7096,1178.3384,0.901632249237762,0,0
385.4,11.427722940454,-6.0,7.743,2330.4288,1197.9152,0.896416484354037,0,0
387.8,18.1479975180587,-4.40000000000009,1.503,2406.324,1275.496,0.88305660046656,0,0
378.6,11.2840595409122,-9.19999999999982,9.361,2306.4344,1177.7376,0.895437718643145,0,0
374.4,7.37138073431896,-10.7000000000003,8.107,2324.2576,1192.5804,0.909356957219767,0,0
378.6,7.91830832005712,-8.90000000000009,8.166,2324.7896,1193.5584,0.907528076560344,0,0
407.7,31.4104293305708,2.69999999999982,0.282,2418.7272,1292.5588,0.848909686884645,0,0
377.7,10.0276650583227,-9.5,9.123,2310.0848,1180.0392,0.899857461922029,0,0
378.4,7.8514149458382,-9.19999999999982,9.332,2309.576,1179.879,0.907027246536169,0,0
369.3,16.3653440830937,-13.6999999999998,10.436,2284.3952,1157.7058,0.8769287131568,0,0
382.1,12.5791332032475,-7.59999999999991,9.343,2307.1128,1177.9512,0.891089357987362,0,0
375.8,9.7774959309628,-10.3999999999996,9.01,2310.8528,1181.9112,0.900783488569166,0,0
382.5,18.3083420827733,-6.39999999999964,1.811,2400.2736,1269.1944,0.88220894491439,0,0
399.6,16.7808876038563,-0.199999999999818,6.024,2353.9512,1219.9048,0.881269536866405,0,0
396.5,25.3254998115167,-1.20000000000027,1.578,2402.8568,1272.6022,0.862973858581517,0,0
380.3,9.88167859353092,-8.19999999999982,8.091,2324.9376,1194.0754,0.901152669672766,0,0
386.3,11.0905000660485,-5.69999999999982,9.094,2313.3936,1183.5494,0.896318478286932,0,0
382.2,11.2092040925037,-7.30000000000018,7.896,2327.2376,1196.3254,0.896983046912694,0,0
381.5,12.0882949098978,-7.90000000000009,9.062,2310.8792,1180.9918,0.893006336811017,0,0
398.8,20.7799167009149,-0.5,5.744,2354.0152,1221.1108,0.869261501025714,0,0
381.8,18.1366711897429,-7.90000000000009,10.005,2294.3864,1165.8956,0.871423931718253,0,0
371.6,7.78066897546381,-12.2999999999997,9.169,2308.7208,1179.7832,0.90736216797597,0,0
376.3,6.93560419341588,-10.1000000000004,8.827,2315.6248,1185.6992,0.910374438188595,0,0
471.8,74.0653863354403,23.2000000000003,2.145,2381.5848,1252.8642,0.72405238252528,0,0
387.5,13.5832460264261,-4.90000000000009,5.256,2361.5864,1229.0206,0.892000452309676,0,0
372.1,9.74918245561798,-12.0,8.841,2311.3976,1181.4154,0.901002564182346,0,0
375.9,9.12129867136173,-10.3000000000002,8.999,2311.5904,1181.8866,0.902980742521714,0,0
436.5,47.5408478831059,12.4000000000001,2.233,2390.6528,1259.3362,0.798829350186837,0,0
392.4,19.3160982636301,-3.0,7.383,2331.8048,1199.6942,0.871366342269163,0,0
393.0,15.0919464019604,-2.80000000000018,7.489,2334.0928,1201.2212,0.884822302293426,0,0
383.8,17.2840303698173,-6.89999999999964,9.586,2301.3744,1172.1226,0.87490784021805,0,0
464.4,69.4580327690281,21.0999999999999,2.329,2380.8656,1251.3624,0.736177763529879,0,0
375.8,9.90079249447547,-10.3000000000002,8.862,2312.7672,1182.8188,0.900480497024636,0,0
375.4,9.67187635690237,-10.1999999999998,7.734,2327.6344,1196.6126,0.902100824327798,0,0
392.0,18.3999153615522,-3.30000000000018,8.08,2323.5096,1192.3884,0.873313812115179,0,0
378.0,7.53222197354762,-9.29999999999973,8.721,2317.4016,1186.8314,0.908451337680241,0,0
413.2,28.7256303960343,4.90000000000009,5.42,2357.4144,1223.9076,0.845400227660835,0,0
395.5,18.0769815569317,-1.80000000000018,7.189,2336.6016,1203.5814,0.875620094797661,0,0
384.0,11.081912650524,-6.69999999999982,8.865,2315.4456,1185.0824,0.896544669156104,0,0
377.1,10.2879493582022,-9.79999999999973,8.955,2311.8992,1183.0968,0.899116124263159,0,0
373.8,9.13579630954155,-11.2000000000003,8.903,2311.9512,1182.3298,0.902999281628239,0,0
371.2,10.9617131005639,-12.3000000000002,8.731,2311.6136,1181.8044,0.897059218262975,0,0
380.9,9.43013629374462,-8.09999999999991,9.021,2313.5832,1183.9078,0.901938739331016,0,0
400.7,26.531181887422,0.300000000000182,6.85,2336.4168,1203.4672,0.84925280613221,0,0
373.9,7.86456369373764,-10.8999999999996,7.718,2328.5936,1197.8244,0.907967374825105,0,0
390.0,18.9051128339463,-4.0,7.467,2330.1512,1198.9798,0.872559218934829,0,0
432.5,43.0524686406815,11.6999999999998,5.308,2354.4696,1220.9784,0.801798892422506,0,0
402.2,33.593859869125,0.900000000000091,7.96,2317.5504,1185.0516,0.823958458475886,0,0
381.0,11.0919727197954,-8.0,8.682,2316.6672,1186.0688,0.896669963633654,0,0
369.8,7.08805573440259,-13.0,8.666,2314.916,1184.989,0.909955321477667,0,0
378.0,10.3063029135295,-9.30000000000018,8.755,2314.9976,1185.4654,0.899216244957716,0,0
378.0,7.29166757514474,-9.30000000000018,8.666,2318.4624,1188.1246,0.909280667295982,0,0
413.7,33.7078667504318,5.10000000000036,5.177,2356.8568,1223.6272,0.830729533156377,0,0
376.8,8.06884326571054,-9.80000000000018,8.7,2316.8944,1187.1526,0.906683215259317,0,0
411.5,27.5399888097011,4.40000000000009,6.933,2338.788,1205.052,0.845875240156864,0,0
508.6,89.827601857424,33.5,2.396,2376.4608,1247.2682,0.677756001424909,0,0
374.2,9.60938131630439,-11.0,8.865,2312.8744,1184.1476,0.901463340919377,0,0
382.7,12.966116087631,-7.19999999999982,8.621,2316.892,1186.018,0.8905274426212,0,0
373.6,11.1684108749014,-11.3000000000002,8.715,2312.8368,1183.1222,0.896387051016657,0,0
446.7,57.9297398870112,16.5,5.363,2346.9424,1213.7196,0.756000815376735,0,0
429.0,43.0877359159448,10.8000000000002,6.687,2336.2128,1202.5262,0.797198522581897,0,0
412.9,31.2868288421344,5.0,7.796,2325.5616,1193.1464,0.831865518006233,0,0
404.4,32.2605126226111,1.70000000000027,7.235,2328.6888,1196.4302,0.830096666709691,0,0
467.3,69.1168351322491,23.0,5.088,2348.1768,1215.0072,0.723104012664429,0,0
424.0,41.0147064576643,9.10000000000036,6.978,2332.4128,1199.5262,0.802836643034405,0,0
378.5,8.4838738578606,-9.09999999999991,8.681,2317.764,1187.256,0.905317837287902,0,0
371.7,8.10441019067952,-12.0999999999999,8.662,2315.248,1184.917,0.906587711802648,0,0
406.8,25.4034026966265,2.70000000000027,8.309,2321.4048,1189.3192,0.849956944497693,0,0
391.1,16.0560257241966,-3.70000000000027,8.535,2319.1952,1188.4308,0.880390456026492,0,0
375.6,8.98567890681272,-10.3000000000002,8.681,2316.08,1185.745,0.903653951221953,0,0
388.8,22.7870212029458,-4.59999999999991,8.694,2311.0048,1180.0692,0.857859980005522,0,0
382.5,13.0195659528299,-7.30000000000018,8.645,2316.4616,1185.5214,0.890312775555733,0,0
460.1,64.9512269766832,20.8000000000002,5.274,2347.0272,1213.6088,0.734897455008251,0,0
386.0,14.6356674412559,-5.90000000000009,8.793,2314.8648,1185.3342,0.884788014238347,0,0
428.6,40.3261253800453,10.6999999999998,6.978,2334.8504,1201.5016,0.805034498336761,0,0
373.9,10.3346145808819,-11.1000000000004,8.673,2314.5816,1185.0264,0.899186619904992,0,0
464.0,69.7951043049034,22.2999999999997,6.051,2334.9864,1201.7956,0.715990502654449,0,0
478.9,75.9126000781759,27.0,6.125,2334.0408,1200.2882,0.696469384436621,0,0
440.4,56.9507394905454,14.8000000000002,6.652,2330.0912,1197.2148,0.753459890261764,0,0
493.9,81.1783304287669,30.6000000000004,4.579,2352.9024,1220.5346,0.689389572124435,0,0
402.8,25.0436631557239,1.09999999999991,8.252,2320.9424,1188.6946,0.851237822692927,0,0
420.1,43.0422690770849,7.79999999999973,8.47,2310.9664,1178.2156,0.791401402527803,0,0
380.8,17.5655899512091,-8.0,8.592,2313.236,1182.319,0.875321341767021,0,0
420.3,43.5856403961023,7.79999999999973,7.63,2321.26,1188.44,0.792470886871019,0,0
389.0,18.9711555699736,-4.59999999999991,8.562,2316.0144,1185.4826,0.87071556380599,0,0
379.3,9.63461458088193,-8.70000000000027,8.673,2317.6192,1187.0518,0.901507529322151,0,0
459.9,63.1075028605696,21.0,6.179,2337.5408,1203.7132,0.736242874069968,0,0
384.2,12.9834650949128,-6.59999999999991,8.725,2316.4776,1187.2604,0.89035037195886,0,0
388.2,17.4175245647689,-4.90000000000009,8.45,2318.2808,1187.1732,0.876005216096096,0,0
485.8,82.0406535658589,28.7000000000003,5.446,2339.6192,1207.3018,0.681491524055822,0,0
485.8,77.7968433768552,28.9000000000001,5.947,2336.98,1203.295,0.69162581941475,0,0
495.1,89.1299794893066,30.5999999999999,3.958,2354.7448,1224.4042,0.669522224987809,0,0
385.6,13.86487900614,-5.89999999999964,8.427,2320.4224,1189.8646,0.887746392565265,0,0
358.0,7.91252610853263,-18.3000000000002,8.419,2312.8304,1185.4966,0.907372688773672,0,0
488.6,76.807142450572,29.5,5.496,2343.9824,1210.1296,0.697305379181734,0,0
425.3,44.4431572067376,9.59999999999991,7.659,2322.2152,1189.3358,0.789576293349528,0,0
404.1,34.9807108030267,1.59999999999991,8.111,2315.8304,1184.2966,0.818993379740369,0,0
497.6,88.7401601754286,31.4000000000001,4.022,2354.968,1224.772,0.670267600873625,0,0
447.6,68.4357397968737,17.6000000000004,7.969,2307.5936,1174.2994,0.710196081537936,0,0
385.8,19.6146768682436,-5.89999999999964,8.6,2313.9232,1183.4928,0.868528490671858,0,0
383.3,23.8417556293209,-7.0,8.521,2310.6816,1180.6514,0.854684324574535,0,0
442.2,57.6644758886928,15.4000000000001,6.847,2327.9784,1194.6386,0.750344700949801,0,0
491.4,79.7739465980266,30.0999999999999,5.162,2346.4984,1212.9686,0.690160564075456,0,0
493.3,88.2547904960776,30.4000000000001,4.601,2347.296,1216.284,0.667923045059047,0,0
487.9,87.0643211463957,29.0,4.863,2343.5816,1212.3764,0.669813367031941,0,0
431.2,44.0056483861088,11.7999999999997,7.81,2323.0544,1190.5426,0.79047819424603,0,0
421.0,49.3676135770988,8.0,7.566,2318.2128,1185.2012,0.773979738735409,0,0
472.4,75.8456426861503,24.9000000000001,6.011,2333.932,1200.378,0.697336223940695,0,0
448.4,67.028491715696,17.5999999999999,7.188,2319.016,1185.639,0.718831812830428,0,0
484.8,82.5947688012309,28.5999999999999,6.04,2332.256,1198.674,0.676110152603669,0,0
467.0,75.7114954046252,23.7000000000003,7.128,2319.1416,1185.7164,0.691347571099627,0,0
496.7,90.8280835516669,31.0999999999999,4.135,2352.164,1221.456,0.66329237959927,0,0
510.9,92.4076949762972,34.7999999999997,3.881,2357.8712,1227.1348,0.660316896662135,0,0
487.3,98.0807864140312,29.3999999999996,6.016,2321.2288,1189.0152,0.627947849657127,0,0
481.6,80.6204208885024,27.9000000000001,6.427,2328.2416,1195.3164,0.679913810242376,0,0
462.1,75.9183206706107,22.0999999999999,7.083,2317.9184,1183.8986,0.690941102022186,0,0
449.6,69.345206960683,18.0,7.041,2319.5176,1188.2204,0.712185541752588,0,0
496.5,89.1863188848224,31.0999999999999,4.411,2350.18,1218.745,0.666352796976402,0,0
493.3,91.2581343559515,30.9000000000001,5.696,2332.4944,1200.3776,0.651436397897583,0,0
482.7,93.6183814564447,27.5,5.09,2334.9072,1203.4538,0.64835234699768,0,0
496.6,92.0171406347607,31.6999999999998,5.482,2335.4088,1202.1352,0.650550967303673,0,0
494.1,90.4334739631579,31.0999999999999,5.645,2334.016,1201.464,0.654331687234901,0,0
484.5,92.6164843884115,28.0999999999999,5.132,2335.7448,1204.6292,0.651125391736091,0,0
501.8,98.6668704874277,32.2999999999997,3.817,2351.7168,1222.5672,0.642239687285222,0,0
318.301,-13.4670680219345,-46.9110000000001,19.123,2187.381,1056.086,0.989140996566629,0,0
363.945,-20.0774406841923,-16.098,11.503,2320.403,1167.314,1.00398158541734,0,0
361.791,-6.19407290149076,-15.5239999999999,5.673,2380.519,1228.102,0.952521028412843,0,0
338.575,-23.1425425555547,-26.9479999999999,8.198,2352.984,1194.835,1.00889066857275,0,0
373.255,-11.9176253516649,-10.944,7.301,2369.754,1217.554,0.971564970774651,0,0
357.865,-18.1743761598082,-17.8140000000003,7.841,2361.759,1206.628,0.992270909696867,0,0
326.791,-18.7160405324101,-35.3959999999997,11.381,2299.934,1151.701,0.999134533571285,0,0
338.125,-24.1726473705952,-28.7490000000003,10.893,2318.22,1165.722,1.0172621326833,0,0
364.779,-8.15789953719644,-14.2249999999999,5.668,2383.545,1230.962,0.95856388305136,0,0
360.428,-16.0957471917371,-16.4450000000002,7.124,2370.174,1214.919,0.984694708703175,0,0
328.084,-18.8074934732941,-34.6660000000002,11.362,2300.989,1152.717,0.99942855638348,0,0
344.778,-21.1033044285681,-24.9850000000001,9.912,2330.701,1179.18,1.00511126664767,0,0
357.126,-6.06513482693521,-17.5860000000002,5.669,2378.478,1226.919,0.952122296836763,0,0
373.61,-12.4936992448174,-10.7619999999997,7.118,2372.707,1220.948,0.973240437005456,0,0
350.531,-19.1712223592904,-21.1799999999998,7.833,2359.489,1203.991,0.995474890232273,0,0
373.637,-6.18304017932826,-10.587,6.554,2374.977,1219.739,0.952877159923283,0,0
335.424,-15.3136578226387,-30.569,11.149,2304.677,1156.308,0.986932246954614,0,0
357.118,-9.53007907702892,-18.8900000000003,9.506,2331.533,1181.511,0.965547279489982,0,0
358.964,-6.30645986550849,-16.761,5.633,2380.015,1228.484,0.952848624512068,0,0
366.738,-10.8634417433493,-13.6020000000003,6.513,2375.949,1224.673,0.967567837894009,0,0
363.838,-9.48929147204132,-14.77,6.545,2373.726,1218.161,0.963255000995494,0,0
